2007-07-15 00:43:50	 18.52870000	 -10.81510000	 54.79680000
2007-07-15 00:43:51	 20.08780000	 -11.89720000	 59.22930000
2007-07-15 00:43:52	 20.64000000	 -12.39970000	 58.90210000
2007-07-15 00:43:53	 21.19210000	 -12.90210000	 58.57490000
2007-07-15 00:43:54	 21.71990000	 -13.04040000	 57.99970000
2007-07-15 00:43:55	 22.18470000	 -12.23350000	 56.78070000
2007-07-15 00:43:56	 22.64950000	 -11.42650000	 55.56160000
2007-07-15 00:43:57	 22.83940000	 -10.89390000	 54.63710000
2007-07-15 00:43:58	 22.28240000	 -11.10680000	 54.51300000
2007-07-15 00:43:59	 21.72540000	 -11.31980000	 54.38890000
2007-07-15 00:44:00	 20.80500000	 -10.98560000	 54.30950000
2007-07-15 00:44:01	 18.85020000	 -9.09359000	 54.35770000
2007-07-15 00:44:02	 16.89530000	 -7.20155000	 54.40590000
2007-07-15 00:44:03	 15.49580000	 -5.57598000	 54.55230000
2007-07-15 00:44:04	 15.75500000	 -4.74624000	 54.99220000
2007-07-15 00:44:05	 16.01420000	 -3.91649000	 55.43200000
2007-07-15 00:44:06	 16.45500000	 -2.90540000	 55.68710000
2007-07-15 00:44:07	 17.46550000	 -1.32554000	 55.36250000
2007-07-15 00:44:08	 18.47600000	 0.25431400	 55.03800000
2007-07-15 00:44:09	 19.29990000	 1.67019000	 54.74160000
2007-07-15 00:44:10	 19.50860000	 2.54532000	 54.53760000
2007-07-15 00:44:11	 19.71740000	 3.42046000	 54.33360000
2007-07-15 00:44:12	 19.95290000	 3.90371000	 54.25490000
2007-07-15 00:44:13	 20.28150000	 3.02641000	 54.61130000
2007-07-15 00:44:14	 20.61000000	 2.14910000	 54.96760000
2007-07-15 00:44:15	 20.71940000	 1.05991000	 55.30650000
2007-07-15 00:44:16	 20.02630000	 -0.80503600	 55.58190000
2007-07-15 00:44:17	 19.33330000	 -2.66998000	 55.85720000
2007-07-15 00:44:18	 19.07220000	 -3.88619000	 56.25960000
2007-07-15 00:44:19	 20.48170000	 -2.59378000	 57.15340000
2007-07-15 00:44:20	 21.89120000	 -1.30137000	 58.04710000
2007-07-15 00:44:21	 22.86090000	 -0.28514000	 58.93720000
2007-07-15 00:44:22	 22.03090000	 -0.39896700	 59.81180000
2007-07-15 00:44:23	 21.20090000	 -0.51279300	 60.68640000
2007-07-15 00:44:24	 20.20680000	 -0.18628900	 61.52100000
2007-07-15 00:44:25	 18.50030000	 2.05052000	 62.18230000
2007-07-15 00:44:26	 16.79390000	 4.28734000	 62.84360000
2007-07-15 00:44:27	 15.29570000	 5.81824000	 63.62160000
2007-07-15 00:44:28	 14.75750000	 4.09487000	 64.93790000
2007-07-15 00:44:29	 14.21930000	 2.37149000	 66.25410000
2007-07-15 00:44:30	 13.61450000	 0.84639500	 67.25240000
2007-07-15 00:44:31	 12.68260000	 0.29503900	 66.68890000
2007-07-15 00:44:32	 11.75080000	 -0.25631600	 66.12550000
2007-07-15 00:44:33	 10.83720000	 -0.74404400	 65.57890000
2007-07-15 00:44:34	 10.01860000	 -0.89799300	 65.12080000
2007-07-15 00:44:35	 9.20008000	 -1.05194000	 64.66280000
2007-07-15 00:44:36	 8.65370000	 -0.79832800	 64.23510000
2007-07-15 00:44:37	 9.63716000	 1.74633000	 63.97840000
2007-07-15 00:44:38	 10.62060000	 4.29099000	 63.72170000
2007-07-15 00:44:39	 11.37920000	 6.35306000	 63.45460000
2007-07-15 00:44:40	 10.77840000	 5.49810000	 63.12410000
2007-07-15 00:44:41	 10.17750000	 4.64313000	 62.79370000
2007-07-15 00:44:42	 9.61630000	 3.91711000	 62.55340000
2007-07-15 00:44:43	 9.31344000	 4.03254000	 62.90120000
2007-07-15 00:44:44	 9.01058000	 4.14796000	 63.24900000
2007-07-15 00:44:45	 8.67496000	 4.14512000	 63.56880000
2007-07-15 00:44:46	 8.10746000	 3.30534000	 63.69130000
2007-07-15 00:44:47	 7.53996000	 2.46557000	 63.81370000
2007-07-15 00:44:48	 7.02573000	 1.67984000	 63.93670000
2007-07-15 00:44:49	 6.92245000	 1.31122000	 64.06450000
2007-07-15 00:44:50	 6.81916000	 0.94258600	 64.19220000
2007-07-15 00:44:51	 6.69450000	 0.61160900	 64.30840000
2007-07-15 00:44:52	 6.38889000	 0.59931400	 64.32800000
2007-07-15 00:44:53	 6.08327000	 0.58701900	 64.34750000
2007-07-15 00:44:54	 5.79401000	 0.53080700	 64.33900000
2007-07-15 00:44:55	 5.65766000	 0.06385030	 64.06760000
2007-07-15 00:44:56	 5.52131000	 -0.40310600	 63.79630000
2007-07-15 00:44:57	 5.37167000	 -0.85982400	 63.50960000
2007-07-15 00:44:58	 5.08341000	 -1.20978000	 63.06280000
2007-07-15 00:44:59	 4.79514000	 -1.55974000	 62.61600000
2007-07-15 00:45:00	 4.51825000	 -1.90456000	 62.18590000
2007-07-15 00:45:01	 4.37500000	 -2.18913000	 61.95200000
2007-07-15 00:45:02	 4.23176000	 -2.47369000	 61.71810000
2007-07-15 00:45:03	 4.11310000	 -2.76158000	 61.51120000
2007-07-15 00:45:04	 4.32434000	 -3.09411000	 61.66690000
2007-07-15 00:45:05	 4.53559000	 -3.42664000	 61.82260000
2007-07-15 00:45:06	 4.73538000	 -3.75591000	 61.97820000
2007-07-15 00:45:07	 4.75671000	 -4.03443000	 62.13250000
2007-07-15 00:45:08	 4.77805000	 -4.31294000	 62.28680000
2007-07-15 00:45:09	 4.82111000	 -4.55753000	 62.43530000
2007-07-15 00:45:10	 5.26666000	 -4.17383000	 62.47500000
2007-07-15 00:45:11	 5.71220000	 -3.79013000	 62.51470000
2007-07-15 00:45:12	 6.13648000	 -3.41965000	 62.53440000
2007-07-15 00:45:13	 6.07771000	 -3.34948000	 62.10040000
2007-07-15 00:45:14	 6.01893000	 -3.27931000	 61.66630000
2007-07-15 00:45:15	 5.99387000	 -3.21824000	 61.23290000
2007-07-15 00:45:16	 6.95454000	 -3.42319000	 60.81610000
2007-07-15 00:45:17	 7.91522000	 -3.62815000	 60.39940000
2007-07-15 00:45:18	 8.86314000	 -3.82477000	 59.98200000
